code,url,creator,created_t,last_modified_t,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_text,brands,brands_tags,categories,categories_tags,origins,origins_tags,manufacturing_places,manufacturing_places_tags,labels,labels_tags,emb_codes,emb_codes_tags,cities,cities_tags,purchase_places,stores,countries,ingredients_text,allergens,allergens_tags,traces,traces_tags,serving_size,serving_quantity,no_nutriments,additives_n,additives_tags,ingredients_from_palm_oil_n,ingredients_from_palm_oil,ingredients_from_palm_oil_tags,ingredients_that_may_be_from_palm_oil_n,ingredients_that_may_be_from_palm_oil,ingredients_that_may_be_from_palm_oil_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,states,brand_owner,ecoscore_score_fr,ecoscore_grade_fr,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,-butyric-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-behenic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-montanic-acid_100g,-melissic-acid_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,-alpha-linolenic-acid_100g,-eicosapentaenoic-acid_100g,-docosahexaenoic-acid_100g,omega-6-fat_100g,-linoleic-acid_100g,-arachidonic-acid_100g,-gamma-linolenic-acid_100g,-dihomo-gamma-linolenic-acid_100g,omega-9-fat_100g,-oleic-acid_100g,-elaidic-acid_100g,-gondoic-acid_100g,-mead-acid_100g,-erucic-acid_100g,-nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,-sucrose_100g,-glucose_100g,-fructose_100g,-lactose_100g,-maltose_100g,-maltodextrins_100g,starch_100g,polyols_100g,fiber_100g,-soluble-fiber_100g,-insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g
0050428618295,https://world.openfoodfacts.org/product/0050428618295,kiliweb,1619923741,1619923742,Abound heart Healthy Trail Mix,,,,,,,,,,,,,,,,,,,,,,,en:us,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/005/042/861/8295/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/005/042/861/8295/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/005/042/861/8295/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/005/042/861/8295/front_en.3.200.jpg,,,https://static.openfoodfacts.org/images/products/005/042/861/8295/nutrition_en.5.400.jpg,https://static.openfoodfacts.org/images/products/005/042/861/8295/nutrition_en.5.200.jpg,,470.58823529412,1969,,32.352941176471,4.4117647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.117647058824,32.352941176471,,,,,,,,,,,,11.764705882353,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0665081004554,https://world.openfoodfacts.org/product/0665081004554,foodvisor,1619918503,1619918503,Carrés croustillants vanille,,,,,,,Healthy crunch,healthy-crunch,,,,,,,,,,,,,,,us,,,,,,22.0g,22,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",,,,,,,,,,,,,,80,335,,1,0.100000001490116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0665081001874,https://world.openfoodfacts.org/product/0665081001874,foodvisor,1619837323,1619837323,Chocolat,,,,,,,Healthy crunch,healthy-crunch,,,,,,,,,,,,,,,us,,,,,,15.0g,15,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",,,,,,,,,,,,,,75,314,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0029000017276,https://world.openfoodfacts.org/product/0029000017276,foodvisor,1561570724,1619730722,Heart healthy mix,,,517g,"Plastic,cardboard,aluminum","plastic,cardboard,aluminum","1 opaque HDPE plastic lid to recycle, 1 foil-lined cardboard tube to discard, 2 aluminum caps to recycle",Planters,planters,"Plant-based foods and beverages,Plant-based foods,Snacks,Nuts and their products,Nuts","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:nuts-and-their-products,en:nuts","United States,Mexico,Turkey","en:united-states,en:mexico,en:turkey","Kraft Heinz Foods Company Chicago,IL 60601","kraft-heinz-foods-company-chicago,il-60601",,,,,,,,,United States,"Peanuts, almonds, pistachios, pecans, walnuts, hazelnuts, peanut oil, sea salt.","en:nuts,en:peanuts","en:nuts,en:peanuts",,,28g,28,,0,,0,,,0,,,8,c,3,Salty snacks,Nuts,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",Nabisco Food Company,,,en:nuts,https://static.openfoodfacts.org/images/products/002/900/001/7276/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/002/900/001/7276/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/002/900/001/7276/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/002/900/001/7276/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/002/900/001/7276/ingredients_en.7.400.jpg,https://static.openfoodfacts.org/images/products/002/900/001/7276/ingredients_en.7.200.jpg,,,,607,2540,,53.6,5.36,,,,,,,,,,,,,,,28.6,16.1,,,,,,,,,,,,,,,,,0,0,17.9,3.57,,,,,,,,,10.7,,,21.4,,,,0.357,0.143,,,,,,,,,1.53e-06,3.7e-05,,,,,,,,,0.714,,0.143,,0.00393,0.0007,,3.82e-06,7.14e-06,,,,,,,,,,,,,,,,,8,,,,,,,,
0850021015107,https://world.openfoodfacts.org/product/0850021015107,openfoodfacts-contributors,1619116124,1619116124,"Healthy warrior energy drink, Original",,,,,,,Zoa,zoa,,,,,,,,,,,,,,,en:United States,,,,,,1can,0,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0028190001416,https://world.openfoodfacts.org/product/0028190001416,usda-ndb-import,1489062582,1619114598,Calorie healthy pop microwave pop corn kettle corn mini bags,,,,,,,Jolly Time,jolly-time,,,,,,,,,,,,,,,United States,"100% whole grain non-gmo pop corn, partially hydrogenated soybean oil, salt, dextrin, sucratose, artificial flavor, soy lecithin, food starch-modified, annatto for coloring,",,en:soybeans,,,34 g (2 Tbsp),34,,2,"en:e1400,en:e322,en:e322i",0,,,0,,,,,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/002/819/000/1416/front_en.5.400.jpg,https://static.openfoodfacts.org/images/products/002/819/000/1416/front_en.5.200.jpg,https://static.openfoodfacts.org/images/products/002/819/000/1416/front_en.5.400.jpg,https://static.openfoodfacts.org/images/products/002/819/000/1416/front_en.5.200.jpg,,,https://static.openfoodfacts.org/images/products/002/819/000/1416/nutrition_en.7.400.jpg,https://static.openfoodfacts.org/images/products/002/819/000/1416/nutrition_en.7.200.jpg,,323.52941176471,1354,,5.8823529411765,1.4705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,67.647058823529,2.9411764705882,,,,,,,,,14.7,,,8.8235294117647,,,,2.3529411764706,0.94117647058824,,0,,,,,0,,,,,,,,,,,,,,0,,0.00212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0072655405097,https://world.openfoodfacts.org/product/0072655405097,org-database-usda,1587583681,1619108025,"Healthy Choice Cafe Steamers Frozen Dinner, Barbecue Seasoned Steak with Potatoes, 9.5 Ounce, 9.5 OZ",,,,,,,,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods",,,,,,,,,,,,,United States,"russet potatoes, seasoned cooked beef and binder product (beef, water, contains 2% or less of: caramel color, dextrose, seasoning [natural flavor, salt, maltodextrin, dried whey, dried cauliflower, sesame oil], modified corn starch, potassium chloride, potassium phosphate, salt, sodium phosphates, spice extractives), water, corn, green and red bell peppers, onions, molasses, tomato paste, barbeque seasoning (brown sugar, sugar, molasses, worcestershire sauce powder [corn syrup, salt, caramel color, garlic, sugar, spices, soy sauce solids {fermented wheat and soybean, salt, maltodextrin, caramel color}, palm oil, tamarind, natural flavor], maltodextrin, sodium diacetate, spices including paprika and turmeric, natural smoke flavor [contains maltodextrin], citric acid, lactose, dehydrated onion and garlic), contains 2% or less of: sugar, whiskey flavor (water, whiskey, salt), modified corn starch, red wine vinegar, salt, natural mesquite smoke flavor, potassium chloride, garlic powder, contains: milk, soy, wheat,","en:gluten,en:milk,en:soybeans","en:gluten,en:milk,en:soybeans",,,1 Meal (269 g) (269 g),269,,3,"en:e150c,en:e262,en:e262ii,en:e330",0,,,0,,,-6,a,4,Fruits and vegetables,Vegetables,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",Conagra Brands,,,en:vegetables-based-foods,https://static.openfoodfacts.org/images/products/007/265/540/5097/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/007/265/540/5097/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/007/265/540/5097/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/007/265/540/5097/front_en.4.200.jpg,,,,,,97,406,,1.3,0.37,,,,,,,,,,,,,,,0.56,0.19,,,,,,,,,,,,,,,,,0,0.013,14.5,6.69,,,,,,,,,1.5,,,6.32,,,,0.4375,0.175,,0,,,,,0.0018,,,,,,,,,,,,0.394,,0.022,,0.001,,,,,,,,,,,,,,,,,,,,,-6,,,,,,,,
0072655001046,https://world.openfoodfacts.org/product/0072655001046,org-database-usda,1587583748,1619025217,"Healthy Choice Cafe Steamers Frozen Dinner, Sweet Sesame Glazed Chicken, 9.75 Ounce, 9.75 OZ",,,,,,,,,,,,,,,,,,,,,,,United States,"Cooked rice (water, white rice), cooked chicken (chicken breast, water, olive oil, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], dextrose, potassium chloride, salt, sodium phosphates, flavoring), water, sugar snap peas, carrots, mushrooms, sugar, contains 2% or less of: soy sauce (water, wheat, soybeans, salt, alcohol, vinegar, lactic acid), modified corn starch, sesame oil, sesame seeds, rice vinegar, garlic, cooking wine (white wine, natural flavor, salt), ginger, salt, canola oil, chili paste (red chili peppers, distilled vinegar, salt, xanthan gum). contains: soy, wheat.","en:gluten,en:sesame-seeds,en:soybeans","en:gluten,en:sesame-seeds,en:soybeans",,,1 Meal (276 g) (276 g),276,,4,"en:e270,en:e322,en:e322i,en:e407,en:e415",0,,,0,,,,,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",Conagra Brands,,,,https://static.openfoodfacts.org/images/products/007/265/500/1046/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/007/265/500/1046/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/007/265/500/1046/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/007/265/500/1046/front_en.3.200.jpg,,,,,,109,456,,2.17,0.54,,,,,,,,,,,,,,,1.09,0.72,,,,,,,,,,,,,,,,,0,0.013,15.58,4.71,,,,,,,,,1.1,,,5.8,,,,0.4175,0.167,,5.43e-05,,,,,0.0022,,,,,,,,,,,,0.178,,0,,0.00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0867657000407,https://world.openfoodfacts.org/product/0867657000407,kiliweb,1618941718,1618941719,Healthy energy drink raspberry acai,,,,,,,,,,,,,,,,,,,,,,,en:us,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/086/765/700/0407/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/086/765/700/0407/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/086/765/700/0407/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/086/765/700/0407/front_en.3.200.jpg,,,https://static.openfoodfacts.org/images/products/086/765/700/0407/nutrition_en.5.400.jpg,https://static.openfoodfacts.org/images/products/086/765/700/0407/nutrition_en.5.200.jpg,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0892245002105,https://world.openfoodfacts.org/product/0892245002105,kiliweb,1618574423,1618574424,Fibergourmet light elbows ounce boxes healthy,,,,,,,,,,,,,,,,,,,,,,,en:us,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/089/224/500/2105/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/089/224/500/2105/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/089/224/500/2105/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/089/224/500/2105/front_en.3.200.jpg,,,https://static.openfoodfacts.org/images/products/089/224/500/2105/nutrition_en.5.400.jpg,https://static.openfoodfacts.org/images/products/089/224/500/2105/nutrition_en.5.200.jpg,,178.57142857143,747,,1.7857142857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.214285714286,1.7857142857143,,,,,,,,,,,,12.5,,,,0.44642857142858,0.178571428571432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0637913471643,https://world.openfoodfacts.org/product/0637913471643,foodvisor,1618041735,1618041735,Whey,,,,,,,Fit &healthy,fit-healthy,,,,,,,,,,,,,,,us,,,,,,30.0g,30,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",,,,,,,,,,,,,,383.333333333333,1604,,5.99999984105428,0.333333338300387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99999968210856,6.33333325386047,,,,,,,,,1.33333335320155,,,76.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0850021015077,https://world.openfoodfacts.org/product/0850021015077,kiliweb,1617647184,1617647185,Healthy warrior energy drink Wild orange,,,,,,,,,,,,,,,,,,,,,,,en:us,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/085/002/101/5077/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/085/002/101/5077/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/085/002/101/5077/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/085/002/101/5077/front_en.3.200.jpg,,,https://static.openfoodfacts.org/images/products/085/002/101/5077/nutrition_en.5.400.jpg,https://static.openfoodfacts.org/images/products/085/002/101/5077/nutrition_en.5.200.jpg,,3.1712,13,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6342,0,,,,,,,,,,,,0,,,,0.10570825,0.0422833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0027815307261,https://world.openfoodfacts.org/product/0027815307261,usda-ndb-import,1489056835,1617218040,Deli thin-sliced rotisserie style chicken breast,,Deli thin-sliced rotisserie style chicken breast,7 oz (200g),Plastic Container,plastic-container,,Healthy Ones,healthy-ones,"Meats, Prepared meats, Poultries, Chickens","en:meats,en:prepared-meats,en:poultries,en:chickens",United States,en:united-states,United States,united-states,en:no-artificial-flavors,en:no-artificial-flavors,,,,,United States,,United States,"CHICKEN BREAST, CHICKEN BROTH, CONTAINS 2% OR LESS OF POTASSIUM LACTATE, SALT, SUGAR, MALTODEXTRIN, SODIUM PHOSPHATES, DEHYDRATED GARLIC, DEHYDRATED ONION, FLAVORINGS, SODIUM DIACETATE, PAPRIKA, SODIUM NITRITE, CHICKEN FLAVOR.",,,,,2 OZ (56 g),56.69904625,,3,"en:e250,en:e262,en:e262ii,en:e326",0,,,0,,,6,c,4,Fish Meat Eggs,Processed meat,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",Armour-Eckrich Meats LLC,,,en:chickens,https://static.openfoodfacts.org/images/products/002/781/530/7261/front_en.8.400.jpg,https://static.openfoodfacts.org/images/products/002/781/530/7261/front_en.8.200.jpg,https://static.openfoodfacts.org/images/products/002/781/530/7261/front_en.8.400.jpg,https://static.openfoodfacts.org/images/products/002/781/530/7261/front_en.8.200.jpg,https://static.openfoodfacts.org/images/products/002/781/530/7261/ingredients_en.9.400.jpg,https://static.openfoodfacts.org/images/products/002/781/530/7261/ingredients_en.9.200.jpg,https://static.openfoodfacts.org/images/products/002/781/530/7261/nutrition_en.10.400.jpg,https://static.openfoodfacts.org/images/products/002/781/530/7261/nutrition_en.10.200.jpg,,88.2,369,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0529,3.53,0,,,,,,,,,0,,,1.76,,,,1.54,0.617,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
